EnglishProjectName,ProjectShortName,CS10FolderName,CS10FolderId
"TransCanada PipeLines Limited request for variance to Condition 2 of NEB Safety Order SG-T211-002-2014,",TransCanada PipeLines Limited request for variance,ESIM Migration 1300008399,8399.0
TransCanada PipeLines Limited s. 214 application to construct and operate - Station 130 C5 Compressor Station Unit Addition,Station 130 C5 Compressor Station Unit Addition,2019-09-10 - Application for the Station 130 C5 Compressor Station Unit Addition,3816066.0
TransCanada PipeLines Limited s. 214 application to construct and operate - Station 148 E1 Unit Addition,Stn 148 Addition,2019-10-30 - Application for the Station 148 E1 Addition,3874857.0
TransCanada Pipelines Limited s. 58 application - Station 211 Compressor Station Modifications Application,TransCanada Station 211 CS Modifications,2016-01-29  -  Application for the Station 211 Compressor Station,2921583.0
TransCanada PipeLines Limited s. 58 application to construct and operate - Assiniboine River Sales Meter Station,Assiniboine River Sales Meter Station,2019-04-17 - Application for the Assiniboine River Sales Meter Station,3760844.0
TransCanada PipeLines Limited s. 58 application to construct and operate - Brandon Sales Meter Station Upgrade,TCPL Brandon Sales MS Upgrade,2019-06-26 - Application for the Brandon Sales Meter Station Upgrade,3782066.0
TransCanada PipeLines Limited s.21 request for Extension of Sunset Clause - Saint Sébastien Extension Project,TCPL Saint Sebastien AO,2016-05-19 - Application for the Saint Sebastien Extension Project,2981706.0
TransCanada Pipelines Ltd s. 58 application - Greater Golden Horseshoe Facilities Project,TransCanada Pipelines Ltd s. 58 application - Grea,2015-02-25  - Application for the Greater Golden Horseshoe Facilities Project,2695030.0
TransCanada Pipelines Ltd. s. 58 application - Nanticoke Sales Meter Station Upgrade,TransCanada Pipelines Ltd. s. 58 application - Nan,2017-04-12 - Application for the Nanticoke Sales Meter Station Upgrade,3224835.0
TransCanada PipeLines Ltd. s. 58 Application for Station 130 C4 Unit Addition,Station 130 C4 Unit Addition,,3350724.0
TransCanada Pipelines Ltd. s. 58 application for the Saint Sebastien Extension Project,TCPL Saint Sebastien Extension,2016-05-19 - Application for the Saint Sebastien Extension Project,2981706.0
TransCanada Pipelines Ltd. s. 58 Application for Whitewood Receipt Meter Station,TransCanada Pipelines Ltd. s. 58 Application for W,ESIM Migration 1300037253,37253.0
TransCanada Pipelines Ltd. s. 58 application -Gravenhurst Pipe Replacement Project,TCPL s. 58 Gravenhurst Pipe Replacement,2017-04-12 - Application for the Gravenhurst Pipe Replacement Project,3225060.0
TransCanada PipeLines Ltd. s. 58 application to construction and operation - Ottawa Sales Meter Station Upgrade Project,TCPL Ottawa Sales Meter Station,,3413088.0
TransCanada PipeLines Ltd. s. 58 application to construction and operation - Richmond North Sales Meter Station Project,Richmond North Sales Meter Station Project,Board Order and Compliance,3413088.0
TransCanada Pipelines Ltd. s. 58 Station 130 B3 Unit Addition,TCPL Station 130 B3 Unit Addition,2015-08-28 - Application for the Station 130 B3 Unit Addition,2813784.0
TransCanada Pipelines s. 58 application - Iroquois Export Bi-Directional Modification Project,Iroquois Export Bi-Directional Modification,,3413088.0
TransCanada Request for Relief from Subsection 12 (a) of the OPR-99 and Clause 4.14.3.3 of CSA Z662-11,TransCanada Request for Relief from Subsection 12 ,ESIM Migration 1300006608,6608.0
"TransCanada Request to Remove Pressure Restriction - Nova Gas Transmission Ltd. – NPS 12 Minnehik Buck Lake Lateral Loop, Amended Order AO-006-SG-N081-001-2014.",TransCanada Request to Remove Pressure Restriction,ESIM Migration 1300017113,17113.0
TransCanada s. 58 application  - Petawawa Sales Meter Station,TransCanada s. 58 application  - Petawawa Sales Me,ESIM Migration 1300005295,5295.0
TransCanada s. 58 application - 2005 Cathodic Protection Program - SK/ON,TransCanada s. 58 application - 2005 Cathodic Prot,ESIM Migration 1000037926,3075.0
TransCanada s. 58 application - 2005 Cathodic Protection Program No. 2,TransCanada s. 58 application - 2005 Cathodic Prot,ESIM Migration 1000037721,3044.0
TransCanada s. 58 application - 2005 Cathodic Protection Program No. 3,TransCanada s. 58 application - 2005 Cathodic Prot,ESIM Migration 1000037722,3045.0
TransCanada s. 58 application - 2005 Cathodic Protection Program No. 4,TransCanada s. 58 application - 2005 Cathodic Prot,ESIM Migration 1000037790,3054.0
Transcanada s. 58 application - Bathurst Sales Meter Station,Transcanada s. 58 application - Bathurst Sales Met,2009-05-15 - Application for the Bathurst Sale Meter Station,557526.0
TransCanada s. 58 application - Cathodic Protection Program No. 5,TransCanada s. 58 application - Cathodic Protectio,ESIM Migration 1000037874,3064.0
TransCanada s. 58 application - Cathodic Protection Program No. 6,TransCanada s. 58 application - Cathodic Protectio,ESIM Migration 1000037875,3065.0
TransCanada s. 58 application - Cathotic Protection Program - ON,TransCanada s. 58 application - Cathotic Protectio,ESIM Migration 1000037128,2990.0
TransCanada s. 58 application - Construction of Goreway Meter Station,TransCanada s. 58 application - Construction of Go,ESIM Migration 1000042307,3286.0
TransCanada s. 58 application - Eastern Mainline Expansion,TransCanada s. 58 application - Eastern Mainline E,ESIM Migration 1000041594,3192.0
TransCanada s. 58 application - Grand Coulee Receipt Station,TransCanada s. 58 application - Grand Coulee Recei,ESIM Migration 1000038133,3082.0
TransCanada s. 58 application - Les Cèdres Loop,TransCanada s. 58 application - Les Cèdres Loop,ESIM Migration 1000037464,3007.0
transCanada s. 58 application - Station 25 Remediation,transCanada s. 58 application - Station 25 Remedia,ESIM Migration 1000037099,2980.0
Transcanada s. 58 application - Thorold Sales Meter Station,Transcanada s. 58 application - Thorold Sales Mete,2009-04-17 - Application for the Thorold Sales Meter Station,554057.0
TransCanada s. 58 application - to construct and operate -Hardisty East and West Interconnecting Facilities Pump Unit Additions,Keystone Hardisty East West Interconnecting,2019-01-25 - Application for the Hardisty East and West Interconnecting Facilities Pump Unit Additions,3751767.0
TransCanada s. 58 application for construction of Hardisty East Interconnecting Facilities,TransCanada s. 58 application for construction of ,2008-10-01 - Application for the Hardisty East Interconnecting Facilities,533829.0
TransCanada s. 58 application for construction of the Eastern Mainline Expansion,TransCanada s. 58 application for construction of ,ESIM Migration 1000038369,3107.0
TransCanada s. 58 Application for the King's North Connection Pipeline Project,TCPL King's North Connection Project,,2498195.0
TransCanada s. 58 application No 3 - Contaminant/Remediation Station 130,TransCanada s. 58 application No 3 - Contaminant/R,ESIM Migration 1000037466,3008.0
TransCanada s. 58 Parkway West Connection Project,TransCanada s. 58 Parkway West Connection Project,,2680622.0
"TransCanada Variance request to Safety Order AO-002-SG-N081-001-2014, Condition 4(a), 4 (b) and 5..",TransCanada Variance request to Safety Order AO-00,ESIM Migration 1300008682,8682.0
Transfer Board Order XG-R040-10-2003,Transfer Board Order XG-R040-10-2003,2010-08-20 - Application to Transfer Board Order XG-R040-10-2003 from Eagle Rock Exploration Ltd,632552.0
Transfer of Board Orders,Transfer of Board Orders,ESIM Migration 1000052843,3932.0
Transfer of Partnership Interest of Gas Métro Limited Partnership to 9265-0860 Québec Inc.,Transfer of Partnership Interest of Gas Métro Limi,2012-09-12 - Application for Approval of the Transfer of Partnership Interest of Gas Métro Limited Partnership to 9265-0860 Québec Inc.,862973.0
Transfer Piping Project at Hardisty Terminal,Transfer Piping Project at Hardisty Terminal,2003-03-18 Second Supplementary Application for 2003 - Transfer Piping Project at Hardisty Terminal,269323.0
Trans-Northern - 2006 Final Tolls,Trans-Northern - 2006 Final Tolls,ESIM Migration 1000039101,3172.0
Trans-Northern - 2007 Tolls,Trans-Northern - 2007 Tolls,2007-03-29 - Application for 2007 Tolls,458275.0
Trans-Northern - s. 58 application for Pipeline Replacements - Township of Augusta,Trans-Northern - s. 58 application for Pipeline Re,ESIM Migration 1000037712,3041.0
Trans-Northern - Year 2004 Tolls,Trans-Northern - Year 2004 Tolls,2004-02-26 - Application for Year 2004 Tolls,312294.0
Trans-Northern - Year 2005 Tolls,Trans-Northern - Year 2005 Tolls,2005-03-01 - Application for Year 2005 Tolls,354092.0
Trans-Northern Pipeline Inc application to deactivate the Cornwall Meter Station,TNPI Cornwall Meter Station Deactivation,,4033080.0
Trans-Northern Pipelines Inc - Toronto Port Lands Abandonment Project,Toronto Port Lands Abandonment - Phase Two,,3890667.0
"Trans-Northern Pipelines Inc s. 58 application - NPS10 Pipeline Relocation Project at Saint-Eustache, Québec",TNPI - NPS 10 Pipeline Relocation Saint-Eustache,,3394040.0
Trans-Northern Pipelines Inc. - Application for the Mirabel Meter Station Decommissioning Project.,TNPI Mirabel Meter Station Deactivation,2022-06-08 - Application for the Mirabel Meter Station Decommissioning Project,4236461.0
Trans-Northern Pipelines Inc. - application to construct and operate - TNPI Dorval Tunnel Relocation Project,Dorval Tunnel Relocation,2021-07-06 - Application for the Dorval Tunnel Relocation Project,4096450.0
Trans-Northern Pipelines Inc. - Project Notification and Application for the Toronto Port Lands Abandonment Project - Phase One,Toronto Port Lands Abandonment - Phase One,,3874683.0
Trans-Northern Pipelines Inc. (TNPI) – Amending Safety Order AO-001-SO-T217-03-2010,Trans-Northern Pipelines Inc. (TNPI) – Amending Sa,,
Trans-Northern Pipelines Inc. (TNPI) – Amending Safety Order AO-001-SO-T217-03-2010,TNPI ASO1,,
Trans-Northern Pipelines Inc. (TNPI) – Amending Safety Order AO-001-SO-T217-03-2010,TNPI ASO1,,
Trans-Northern Pipelines Inc. (TNPI) Request for a Return to Full Pressure for a Section of its Pipeline from Montreal to Farran’s Point,Trans-Northern Pipelines Inc. (TNPI) Request for a,ESIM Migration 1300007702,7702.0
Trans-Northern Pipelines Inc. application Deactivate 1.1 km Pipe Section at Montreal Feeder Station,TNPI Deactivation of 1.1km Montreal Feeder Station,,3945045.0
"Trans-Northern Pipelines Inc.- Overpressure Incidents, and Safety Orders- SO-T217-03-2010, SG-T217-04-2009, and SG-T217-01-2010",Trans-Northern Pipelines Inc.- Overpressure Incide,,
Trans-Northern Pipelines Inc. s. 58 Application for MP 34.8 Pipeline Replacement,TNPI - MP 34.8 Pipe Replacement Saint Lazare,,3412844.0
Trans-Northern Pipelines Inc. Safety Order,Trans-Northern Pipelines Inc. Safety Order,,4000.0
Trans-Northern request for extension unitl 31 December instead of 10 September,Trans-Northern request for extension unitl 31 Dece,,788389.0
Trans-Northern request for extension unitl September 10th instead of August 29th.,Trans-Northern request for extension unitl Septemb,ESIM Migration 1300008725,8725.0
Trans-Northern s. 58 application - NPS 16 Relocation Adjacent to Cornwall Road,TNPI s.58 application - NPS 16 Relocati,,3224510.0
Trans-Northern s. 58 application - Pipeline Replacements - City of Quinte West,Trans-Northern s. 58 application - Pipeline Replac,ESIM Migration 1000037713,3042.0
"Trans-Northern s. 58 application - Pipeline Replacements, Toronto, Pickering, Durham",Trans-Northern s. 58 application - Pipeline Replac,"2004-12-10 - Application for Pipeline Replacements, Municipalities of Toronto and Pickering, Region of Durham, ON",342810.0
"Trans-Northern s. 58 application for Pipeline Replacement, Province of ON",Trans-Northern s. 58 application for Pipeline Repl,ESIM Migration 1000037840,3057.0
"Trans-Northern s. 58 application for Pipeline Replacements, Municipality of Toronto",Trans-Northern s. 58 application for Pipeline Repl,ESIM Migration 1000038108,3079.0
Trans-Northern s. 58 application for Proposed Tie-in to By-Pass Autoroute 25,Trans-Northern s. 58 application for Proposed Tie-,"2009-03-18 - Application for Proposed Tie-in to By-Pass Autoroute 25 Crossing in Montreal, Quebec",551605.0
TransQuebec and Maritimes Pipeline Inc. s.21 Condition Compliance Update and Request for Variance - Amending Order AO-001-MO-025-2016 and  Board Order MO-025-2016 - TQM System Class Location Change,TransQuebec and Maritimes Pipeline Inc. s.21 Condi,General Correspondence,559918.0
"Tundra Energy Marketing Limited s. 21 application to vary Enbridge Pipelines (Westspur) Inc. Certificate OC-4, and all related Orders",Transfer Ownership from Enbridge Westspur,,3094393.0
Tundra s. 58 application - Pipefield PipelineProject,Tundra s. 58 application - Pipefield PipelineProje,2009-03-18 - Application to construct and operate 2 pipelines to connect existing wells in the Sinclair Oilfield,551384.0
Tupper South Gas Pipeline,Tupper South Gas Pipeline,2002-12-20 Application to Construct Tupper South Gas Pipeline,255099.0
Twin Rivers Paper Company Inc. - application for Relocation of pulp and white water pipelines,Relocation of pulp and white water pipelines,,4264423.0
Twin Rivers Paper Company Inc. - Application to transfer Border Accommodation Permit EPE-489 and assignment of Power Supply Agreement from Twin Rivers Paper Company Inc. to Twin Rivers Pulp Ltd,Application to Transfer EPE-489,2023-04-12 - Application to transfer Certificates CPTC-1982-1a and CPTC-1982-2 from Twin Rivers Paper Company Inc. to Twin Rivers Pulp Ltd. and vary Order AO-002-CPTC-1982-2,4365757.0
Twin Rivers Paper Company Inc. - Application to transfer Certificate EC-31 from Twin Rivers Paper Company Inc. to Twin Rivers Pulp Ltd.,Application to Transfer Certificate EC-31,2023-04-12 - Application to transfer Certificates CPTC-1982-1a and CPTC-1982-2 from Twin Rivers Paper Company Inc. to Twin Rivers Pulp Ltd. and vary Order AO-002-CPTC-1982-2,4365757.0
Twin Rivers Paper Company Inc. - Application to transfer Certificates CPTC-1982-1a and CPTC-1982-2 from Twin Rivers Paper Company Inc. to Twin Rivers Pulp Ltd. and vary Order AO-002-CPTC-1982-2,Application to Transfer Certificates,2023-04-12 - Application to transfer Certificates CPTC-1982-1a and CPTC-1982-2 from Twin Rivers Paper Company Inc. to Twin Rivers Pulp Ltd. and vary Order AO-002-CPTC-1982-2,4365757.0
Union Gas s. 74 application for leave to amalgamate with Enbridge Gas Distribution Inc.,Union Gas & Enbridge Gas Dist. Amalgamation,2018-12-17 Application for Amalgamation of Union Gas with Enbridge Gas Distribution Inc. to form Enbridge Gas Inc.,3742852.0
Upgrade Pointed Mountain Pipeline,Upgrade Pointed Mountain Pipeline,2003-01-31 Application No. 2 for 2003 - Project Q0309 to Upgrade the Pointed Mountain Pipeline,258843.0
Valve Replacement Program,Valve Replacement Program,2003-06-12 - Application for 2003 PTC Below Ground Valve Replacement Program,283745.0
Vantage Pipeline Project Application,Vantage Pipeline ,,669661.0
Vantage Pipeline s. 58 application - Minton Pump Station Addition,Vantage Pipeline s. 58 application - Minton Pump S,2015-07-14 - Application for Vantage Pipeline Minton Pump Station Addition,2798686.0
Vantage s. 74 (1)(c) application  to enter into an agreement to amalgamate with Pembina Prairie Facilities.,Vantage s. 74 (1)(c) application  to enter into an,2014-09-03 - Application for an Arrangement Agreement between Vantage Pipeline Canada ULC and Pembina Prairie Facilities Ltd.,2504226.0
Vary Order XO-3-70 Oil Effluent P/L Clarification,Vary Order XO-3-70 Oil Effluent P/L Clarification,2009-08-19 Application to Vary Order XO-3-70  10 inch Oil Effluent Pipeline Clarification,568368.0
Vaughan Mainline Expansion,Vaughan Mainline Expansion,B - TransCanada PipeLines Limited,2909729.0
Vault s.58 application - Chinchaga Gas Pipeline Project,Vault s.58 application - Chinchaga Gas Pipeline Pr,ESIM Migration 1000042535,3297.0
Venturion Oil Limited and Enercapita Energy Ltd. s.74 (1)(a) and (b) application to buy/sell four (4) Boundary Lake Pipelines,Enercapita - Boundary Lake Area Pipelines,2019-07-26 - Application to Transfer Ownership of Pipelines from Venturion Oil Limited to Enercapita Energy Ltd.,3808322.0
Venturion Oil Ltd s. 43 of the OPR application to change service of an existing pipeline from sour natural gas to saline produced water.,Venturion Oil Ltd s. 43 of the OPR application to ,2015-06-01 - Application for Change of Service Boundary Lake Pipeline LSD 4-16-86-13W63 to LSD 5-16-86-13W6M,2786792.0
Veresen NGL Pipeline Inc. s.58 application to construct and operate - Empress Pipeline Project,Veresen Empress Pipeline Project,,3173467.0
Vermilion Energy Inc. s. 74(1)(d) abandonment application for the Monchy pipeline and associated adjacent meter station,Monchy Pipeline Abandonment and associated MS,,3781432.0
Wapasu Creek Sales Meter Station,Wapasu Creek Sales Meter Station,,823669.0
Watino Crossover and Calais Extension,Watino Crossover and Calais Extension,,639247.0
Waupisoo Meter Receipt Expansion,Waupisoo Meter Receipt Expansion,2012-02-14 Application for Exemption Order for Waupisoo Meter Receipt Expansion.,790551.0
WEI Construction No 6,WEI Construction No 6,2003-05-02 Application No. 6 for 2003  - Casing Upgrades on Alaska Highway Pipeline and Kobes Creek Lateral,274616.0
Westcoast - 2004 Application No. 10,Westcoast - 2004 Application No. 10,"2004-06-14 - 2004 Application No. 10 - Provision of Producer Taps in the Fort Nelson, Fort St. John and Grizzly Valley Raw Gas Transmission Systems",329390.0
Westcoast - 2007 Interim Tolls,Westcoast - 2007 Interim Tolls,ESIM Migration 1000043040,3328.0
Westcoast - Interim and Final Tolls for 2006,Westcoast - Interim and Final Tolls for 2006,"2005-11-28 - Application for Interim and Final Transmission Tolls Effective January 1, 2006 to December 31, 2006",386762.0
Westcoast - South Peace Pipeline Project,Westcoast - South Peace Pipeline Project,2008-02-27 - Application to construct and operate the South Peace Pipeline Project (GH-3-2008),500910.0
"Westcoast (Spectra) for s.74 leave to purchase, and s.58 order to operate the Monkman Pipelines",Westcoast - Purchase and Operate Monkman Pipelines,2012-10-22 - Application for the purchase of Monkman Pipelines,877570.0
Westcoast Accounting Treatment of Costs Associated - Southern Mainline,Westcoast Accounting Treatment of Costs Associated,ESIM Migration 1000043084,3339.0
Westcoast c. 58 application - Lac La Hache 6AL2 Replacement Project,Westcoast c. 58 application - Lac La Hache 6AL2 Re,2016-03-21 - Application for Lac La Hache 6AL2 Replacement Project,2937456.0
Westcoast Dawson Project,Westcoast Dawson Project,,620703.0
Westcoast Energy Inc - application to construct and operate - Meter Station 21 Replacement Project,Meter Station 21 Replacement,,4195518.0
Westcoast Energy Inc (Spectra) Decommissioning of Pointed Mountain Pipeline crossing the Kotaneelee River,Westcoast Energy Inc (Spectra) Decommissioning of ,2015-10-07 - Application for Decommissioning Pipe Removal at Kotaneelee River,2902555.0
Westcoast Energy Inc (Spectra) s. 45.1 (OPR) Application to decommission Stopple Tees on 7L1 of the Transmission South Mainline,Westcoast Energy Inc (Spectra) s. 45.1 (OPR) Appli,2016-05-20 - Application to Decommission Stopple Tees on 7L1 of the Transmission South Mainline,2985103.0
Westcoast Energy Inc (Spectra) s. 58 CS-9 Compressor Station Upgrade,CS-9 Compressor Station Upgrade,2015-12-18 - Application for CS-9 Compressor Station Upgrade,2902393.0
"Westcoast Energy Inc, (Spectra) s. 21 Application to Vary Orders XG-W102-02-2011, GPLO-W102-013-2012, and GPSO-W102-032-2012","Westcoast Energy Inc, (Spectra) s. 21 Application ",,2797935.0
"Westcoast Energy Inc,s. 44 OPR Deactivation Application, 8.05 km of the 406.4 mm Outside Diameter (OD) Clarke Lake Pipeline.","Westcoast Energy Inc,s. 44 OPR Deactivation Applic",,2483400.0
Westcoast Energy Inc. - 2004 Application No. 6,Westcoast Energy Inc. - 2004 Application No. 6,"2004-03-16 - 2004 Application #6 - Project U0698 - Skeetchestn 30"" and 36"" Pipelines Class Upgrade",314294.0
Westcoast Energy Inc. - application to construct and Operate- CS5 Station Bypass Piping Replacement Project,CS5 Station Bypass Piping Replacement,,3930045.0
Westcoast Energy Inc. - application to construct and operate Grizzly Valley Mainline Crossing Project,Westcoast Grizzly Valley Mainline Crossing Project,2021-09-22 - Application for the Grizzly Valley Mainline Crossing Project,4151817.0
Westcoast Energy Inc. - Application to Vary Coquihalla River Crossing 16 Replacement Order XG-W102-002-2017,Westcoast Coquihalla River Crossing 16 Variance,,3119734.0
Westcoast Energy Inc. - s. 58 application - Methanol Tank Replacement Project at McMahon Gas Plant and s. 45.1 OPR application to decommission the tanks being replaced,S1722 Methanol Tank Replacement Project ,,3751889.0
Westcoast Energy Inc. - s. 58 application  to construct and operate - 6BL Bonaparte River Crossover Assembly,6BL Bonaparte River Crossover Assembly,2018-12-19 - Application for the 6BL Bonaparte River Crossover Assembly,3743082.0
Westcoast Energy Inc. - s. 58 application to construct and operate - 6BL Hihium Lake Crossover Assembly,6BL Hihium Lake Crossover Assembly,,3743083.0
Westcoast Energy Inc. - Trutch Creek Horizontal Directional Drill (HDD) Pipe Replacement Project,WEI - Trutch Creek HDD Pipe Replacement,,4323944.0
Westcoast Energy Inc. - Upper South Taylor Hill HDD Pipe Replacement,Upper Taylor South Hill HDD Pipe Replacement,2022-10-18 - Application for the Upper South Taylor Hill HDD Pipe Replacement,4278348.0
Westcoast Energy Inc. (Spectra) s. 44 application to Deactivate 168.3mm Outside Diameter Boundary Lake Solution Pipeline.,Westcoast Energy Inc. (Spectra) s. 44 application ,2015-08-31 - Application for the Deactivation of the Boundary Lake Solution Pipeline,2813604.0
Westcoast Energy Inc. (Spectra) s. 44 application to Deactivate portions of the Pointed Mountain and Beaver River Pipelines,Westcoast Energy Inc. (Spectra) s. 44 application ,2016-01-26  -  Application for Deactivation of Portions of the Pointed Mountain and Beaver River Pipelines,2909726.0
"Westcoast Energy Inc. (Spectra) s. 45 Decommissioning Application - Crossover Piping Assemby near 150 Mile House, B.C.",Westcoast Energy Inc. (Spectra) s. 45 Decommission,,2798568.0
Westcoast Energy Inc. (Spectra) s. 58 Applicaton for CS-6B Compressor Station Upgrade,CS-6B Compressor Station Upgrage,,2839386.0
Westcoast Energy Inc. (Spectra) s. 58 CS-8A Compressor Station Upgrade,Westcoast Energy Inc. (Spectra) s. 58 CS-8A Compre,,2857521.0
Westcoast Energy Inc. (Spectra) Transmission North Expansion,Westcoast Energy Inc. (Spectra) Transmission North,,656096.0
Westcoast Energy Inc. Application for the Shekilie Pipelines Abandonment Project,Shekilie Abandonment,2020-12-21 - Application for the Shekilie Pipelines Abandonment Project,4032963.0
Westcoast Energy Inc. application regarding CS-06A and CS-07 Station Piping Replacement.,CS-06A CS-07 Piping Replacement,2021-08-03 - Application for the CS-06A and CS-07 Station Piping Replacement,4108030.0
Westcoast Energy Inc. application to construct and operate - CS-08B Piping Replacement,CS-08B Piping Replacement,,4198671.0
Westcoast Energy Inc. carrying on as Spectra Energy - Deactivation of 406.4mm OD South Sukunka PL,Westcoast Energy Inc. carrying on as Spectra Energ,2011-01-20 - Application for Deactivation of 406.4 mm OD South Sukunka Pipeline,662347.0
Westcoast Energy Inc. Deactivation of 273.1 mm OD Tommy Lakes Pipeline - KP 0.0 to KP 50.75,Westcoast Energy Inc. Deactivation of 273.1 mm OD ,2012-06-07 - Application for Deactivation of 273.1 mm OD Tommy Lakes Pipeline - kP 0.0 to kP 50.75,823162.0
Westcoast Energy Inc. par. 74 application for leave to sell certain Gathering System and Processing Facilities to NorthRIver Midstream Operations LP,Westcoast to NorthRiver - Gathering System,2019-01-09 - Application for Leave to Sell Westcoast Gathering System and Processing Facilities to NorthRiver Midstream Operations LP,3742443.0
Westcoast Energy Inc. s 45.1 OPR application to decommission certain crossover facilities on the Transmission South Mainline and Mainline Loop.,Westcoast Energy Inc. s 45.1 OPR application to de,2016-04-04  -  Application for Decommission Crossover Facilities on Transmission South Mainline and Mainline Loop,2938851.0
Westcoast Energy Inc. s. 21 Variance to condition 4 of Order MO-011-2016,Westcoast Energy Inc. s. 21 Variance to condition ,2015-12-11 - Application for the Deactivation of a segment of the Grizzly Extension Pipeline,2887593.0
Westcoast Energy Inc. s. 214 application to construct and operate - CS-1 Segregation Project,Westcoast CS-1 Segregation,,3890325.0
Westcoast Energy Inc. s. 44 OPR application to deactivate facilities at Booster Station 19.,Deac. of Booster Station 19,,3742959.0
Westcoast Energy Inc. s. 44 OPR application to maintain the Fireweed Lateral 2 pipeline in a deactivated state.,Westcoast Fireweed Lateral Decomm.,,3715418.0
Westcoast Energy Inc. s. 45 application - Decommissioning of 4AL1 KP33.7 Sales Tap and Sales Tap Piping,Westcoast Energy Inc. s. 45 application - Decommis,2016-05-11 - Application to Decommission Sales Tap at Kilometer Post 33.7 on Transmission South Mainline 4AL1,2956510.0
Westcoast Energy Inc. s. 45.1 OPR Application to Decommission Receipt Point Piping on the 26” BC Trunk Pipeline (PL-5000),Westcoast Energy Inc. s. 45.1 OPR Application to D,"2017-08-21 - Application to Decommission Receipt Point Piping on the 26"" BC Trunk Pipeline (PL-5000)",3324951.0
Westcoast Energy Inc. s. 58 application - 4BL Cottonwood River Crossover Assembly,4BL Cottonwood River,2018-12-19 - Application for the 4BL Cottonwood River Crossover Assembly,3743081.0
Westcoast Energy Inc. s. 58 Application for the Coquihalla River Crossing 16 Replacement Project,Coquihalla River Crossing 16 Replacement,2016-12-16 - Application for the Coquihalla River Crossing 16 Replacement Project,3119734.0
Westcoast Energy Inc. s. 58 Application to construct and operate -  Spruce Ridge Program (HEARING),Westcoast Spruce Ridge Project,2017-10-19 - Application for the Spruce Ridge Program (GH-001-2018),3350582.0
Westcoast Energy Inc. s. 58 application to decommission old for new constuction and operation - 2BL Crossover Assemblies Replacement Project,2BL Crossover Assemblies,,3172918.0
Westcoast Energy Inc. s. 58 application to install new pipeline and s. 45 OPR application to decommission a portion of the Southern Mainline Loop - Coquihalla River Aerial Crossing Project.,Decommission Coquihalla River Aerial Crossing,2017-03-14 - Application for the Coquihalla River Aerial Crossing Project,3211132.0
Westcoast Energy Inc. s.21 Request to vary the expiry date of order. - Spectra Energy Transmission  - CS-9 Compressor Station Upgrade Project,CS-9 Compressor Station Upgrade (AO-001),2015-12-18 - Application for CS-9 Compressor Station Upgrade,2902393.0
Westcoast Energy Inc. s.58 application - Boundary Lake Pipe Segments Replacement Project,Westcoast Energy Inc. s.58 application - Boundary ,2017-01-17 - Application for the Boundary Lake Pipe Segments Replacement Project,3160061.0
"Westcoast Energy Inc., (Spectra) s. 44 Deactivation Application – 88.9 mm Outside Diameter Aitken Liquids Line","Westcoast Energy Inc., (Spectra) s. 44 Deactivatio",2015-07-23 - Application for the Deactivation of the 88.9 mm outside diameter Aitken Liquids Line,2798472.0
"Westcoast Energy Inc., carring on business as Spectra Energy Transmission s.45(1) OPR  Application to Decommission an Existing Connection along the Fort St. John Mainline (MML1).",Westcoast s.45 Fort St. John Mainline (MML1),2017-06-29 - Application to Decommission an Existing Connection along the Fort St. John Mainline (MML1),3300450.0
"Westcoast Energy Inc., carrying on  business as Spectra Energy Transmission - s. 45 OPR Application to Decommission two Crossover Assemblies according to Schedule A of Order XG-XO-100-2008 - Transmission South Mainline (5L1) and Mainline Loop (5L2)","Westcoast Energy Inc., carrying on  business as Sp",2017-04-27 - Application to Decommission One Crossover Assembly along the Transmission South Mainline (5L1) and Mainline Loop (5L2),3261355.0
"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission - application for the Silverstar Project to add metering capability at its existing Sunset Creek Compressor Station (CS-16).",Silverstar Project,2020-02-29 - Application for the Silverstar Project,3908375.0
"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission - s. 45 OPR Application to Decommission two Crossover Assemblies according to Schedule A of Order XG-XO-100-2008 - Transmission South Mainline (3L1) and Mainline (3L2)","Westcoast Energy Inc., carrying on business as Spe",2017-04-27 - Application to Decommission Two Crossover Assemblies along the Transmission South Mainline (3L1) and Mainline Loop (3L2),3261247.0
"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission - s. 58 application and 45.1 OPR application - Tanks 51 & 52 Replacement Project at McMahon Gas Plant",Tanks 51 and 52 Replacement,2018-08-20 - Application for the Tanks 51 and 52 Replacement Project at McMahon Gas Plant,3596197.0
"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission s. 42 OPR - Mainline Transmission Class Location Changes for the NPS 30 near Lac La Hache, BC (6AL1 Segment)","Westcoast Energy Inc., carrying on business as Spe",General Correspondence,334957.0
"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission s. 45 OPR Application to Decommission Receipt Point Piping on the 10” Fireweed Pipeline","Westcoast-s.45.1 OPR 10"" Fireweed Pipeline ",,3311662.0
"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission s. 45.1 Application to Decommission an Existing Connection along the Boundary Lake Pipeline",Decommission Connection on Boundary Lake Pipeline,2017-08-18 - Application to Decommission an Existing Connection along the Boundary Lake Pipeline (PL 7200),3325061.0
